idlojista,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,status_lojista,taxa_aprovacao
37315,MAGAZINE SOFIA,Setup,Cauda Longa,1,1,1,1,85.4000,85.4000,ativo,1.00000000
37690,PHISALIA,Setup,Cauda Longa,3,3,3,3,162.5900,162.5900,inativo,1.00000000
37700,WHYPETZ,Setup,Cauda Longa,29,47,36,23,3031.2100,2036.0400,ativo,0.67169216
40298,RELOJOARIA DO PEIXINHO,Setup,Cauda Longa,2,2,2,2,1008.9000,1008.9000,ativo,1.00000000
40548,IDERIS,Setup,Cauda Longa,10,10,9,9,2801.9400,2712.7600,ativo,0.96817205
11218,Inova Esportes,A,Cauda Longa,41,43,36,34,14557.9100,11273.5900,ativo,0.77439619
25390,Boa Loja,A,Cauda Longa,4,4,4,4,880.2600,880.2600,ativo,1.00000000
31744,Magaiver Motos,A,Cauda Longa,4,4,2,2,1049.7600,720.9500,ativo,0.68677602
32887,Hutz,A,Cauda Longa,4,4,4,4,480.1100,480.1100,ativo,1.00000000
34702,EDITORA ROCCO,A,Cauda Longa,8,8,6,6,723.4000,382.1000,ativo,0.52820017
35245,RO7PARTS,A,Setup,18,19,7,6,52998.0000,19294.0000,ativo,0.36405147
35303,Modema Móveis,A,Setup,27,27,18,18,17831.0300,11436.8100,ativo,0.64139929
35949,Car Brasil,Setup,Setup,7,13,9,5,483.7000,296.6000,ativo,0.61318999
36557,Vendas Brasil SR,Setup,Setup,8,8,7,7,441.4400,385.1200,ativo,0.87241754
36871,SUNFIRE S,Setup,Cauda Longa,10,10,4,4,5620.3100,2280.4700,ativo,0.40575520
37446,DIGITALSEG,Setup,Cauda Longa,4,4,4,4,814.3300,814.3300,ativo,1.00000000
39448,JOELMA DECORAÇÕES,Setup,Cauda Longa,5,5,4,4,845.9500,634.2600,inativo,0.74976062
12275,POTINHO DE MEL,A,Cauda Longa,3,3,3,3,659.1200,659.1200,ativo,1.00000000
14232,Crie Casa,A,Cauda Longa,5,7,7,5,1462.3000,1462.3000,ativo,1.00000000
16658,GWT Global,A,Cauda Longa,7,11,7,4,4706.0000,2752.6000,ativo,0.58491288
17159,Casa e Diversão,AAA,Cauda Longa,76,76,44,44,92760.7400,56033.2700,ativo,0.60406234
18325,DIGIPLUG,A,Cauda Longa,32,42,21,15,2820.9700,1641.4900,ativo,0.58188850
20208,Sarashop,A,Linha Branca,18,18,16,16,3977.3200,3350.7400,ativo,0.84246176
21634,TKA ESPORTES,A,Cauda Longa,15,15,6,6,3154.5000,1090.8600,ativo,0.34581075
25544,Paiol Verde Paisagismo,A,Cauda Longa,1,5,5,1,300.7000,300.7000,ativo,1.00000000
32135,MC Brasil,A,Linha Branca,25,27,18,16,46227.8900,28001.7100,ativo,0.60573195
32323,DC Importação,A,Cauda Longa,60,64,45,42,9877.3800,6949.0700,ativo,0.70353373
34516,CASA PALOMA,A,Cauda Longa,3,3,2,2,655.5700,520.0400,ativo,0.79326388
34950,Multicap Imports,A,Cauda Longa,27,57,49,25,13542.0700,12302.8900,ativo,0.90849405
35718,Vendas ZL,A,Setup,14,14,12,12,3685.7900,3154.1900,ativo,0.85577040
35773,Boxbaucom,A,Setup,14,14,10,10,14666.0000,11108.0000,ativo,0.75739806
37534,LAMP SHOW,Setup,Cauda Longa,10,14,13,9,3289.8200,2813.7600,ativo,0.85529299
37592,REI DAS BIBLIAS,Setup,Cauda Longa,35,41,21,17,2492.1900,1233.4900,ativo,0.49494220
37886,PENAVERDE,Setup,Cauda Longa,7,15,15,7,943.6600,943.6600,ativo,1.00000000
37963,REAL SUPLEMENTOS LOJA,Setup,Cauda Longa,3,3,3,3,709.4400,709.4400,ativo,1.00000000
41186,Grupo Gran,Setup,Cauda Longa,6,6,6,6,360.4500,360.4500,ativo,1.00000000
14000,Pro Computer,A,Tecnologia,150,179,106,91,35508.5500,17105.7100,ativo,0.48173496
14319,Papel e Parede,A,Cauda Longa,7,18,16,6,988.0700,837.9700,ativo,0.84808769
17105,The Gentoo Store,A,Tecnologia,5,5,4,4,1259.7200,1003.7800,ativo,0.79682787
18488,JR Utilidades Domesticas,A,Cauda Longa,27,28,23,22,3537.7300,2705.4700,ativo,0.76474745
20750,Tudo Para Laboratórios,A,Cauda Longa,1,1,1,1,13091.9000,13091.9000,ativo,1.00000000
26009,MEGAPANDA,AAA,Cauda Longa,36,37,30,29,9125.0700,7516.0700,ativo,0.82367259
26255,Casa & Video,AAA,Cauda Longa,4953,6190,4632,3695,679543.3800,478070.9300,ativo,0.70351790
31302,Lux Hair,A,Cauda Longa,23,23,12,12,3467.9500,1954.1500,ativo,0.56348852
31655,Zoolandia Petshop,AAA,Cauda Longa,22,26,20,17,3114.4400,2717.9200,ativo,0.87268337
32027,Simple4u,A,Tecnologia,1,1,1,1,1079.4600,1079.4600,ativo,1.00000000
32171,Farma Util Centro,A,Cauda Longa,1,1,1,1,289.5500,289.5500,ativo,1.00000000
32458,Monara,AA,Tecnologia,328,341,184,177,376834.0000,172424.0000,ativo,0.45755956
32938,Copag,A,Cauda Longa,124,179,165,115,6713.5500,6256.2000,ativo,0.93187658
33364,GRO Eletronicos,A,Tecnologia,98,101,69,67,11004.4500,7806.1300,ativo,0.70936121
34373,LINDA JOAQUINA,A,Cauda Longa,6,7,6,5,882.4300,814.4900,ativo,0.92300806
34579,BRIANOREDES,Setup,Setup,182,225,180,142,18725.0800,14700.1300,ativo,0.78505032
34652,Mais vento,Setup,Linha Branca,2,4,1,1,1351.3600,217.9000,ativo,0.16124497
34902,MOVEIS PRINT,AA,Móveis,149,155,76,74,78953.5000,39801.4000,ativo,0.50411191
35754,Amo Outlet,Setup,Cauda Longa,3,3,2,2,433.0200,258.6800,ativo,0.59738580
36548,HARA SHOP,Setup,Cauda Longa,10,10,7,7,2215.8700,1617.9800,ativo,0.73017821
36782,THOMAS MOTOS,Setup,Cauda Longa,26,30,11,11,3898.6100,1871.3800,ativo,0.48001211
36902,Healthy Store,Setup,Cauda Longa,2,5,5,2,395.0000,395.0000,ativo,1.00000000
37333,ZERO GEEK,Setup,Cauda Longa,7,7,6,6,498.1300,429.3400,ativo,0.86190352
38316,Erifarma,Setup,Cauda Longa,18,27,18,12,1422.6900,1195.1300,ativo,0.84004948
10778,Elare,A,Móveis,162,184,126,111,58355.3100,38448.4700,ativo,0.65886840
11099,Atacadão do Lar,A,Móveis,8,8,6,6,5990.6200,5698.6400,ativo,0.95126047
11916,Casa Sua Beleza,AAA,Cauda Longa,62,67,47,43,9497.9600,6080.9000,ativo,0.64023222
14632,On Off Store,A,Cauda Longa,2,2,1,1,3838.8000,1860.5000,ativo,0.48465666
14741,POWERPRO,A,Cauda Longa,2,2,1,1,925.7700,91.5000,ativo,0.09883664
14869,AHEAD SPORTS,A,Cauda Longa,22,29,23,17,4317.3600,3420.3700,ativo,0.79223646
15883,Cosi Dimora,A,Cauda Longa,3,3,1,1,160.7600,81.5800,ativo,0.50746454
16600,Empório Charme,A,Cauda Longa,12,14,12,10,1641.5300,1341.1800,ativo,0.81703045
17004,Elegância na Web,A,Cauda Longa,1,1,1,1,257.0000,257.0000,ativo,1.00000000
19846,Artefatos de Madeira Suely,A,Cauda Longa,13,19,16,10,288.3500,236.6100,ativo,0.82056529
20887,Armazém do LED,A,Cauda Longa,5,17,12,4,1039.2700,891.8700,ativo,0.85816968
33163,HOME & DECO,A,Cauda Longa,20,29,24,15,2243.0500,1720.6200,ativo,0.76708945
33490,Conffek,Setup,Cauda Longa,3,3,3,3,131.8000,131.8000,ativo,1.00000000
33874,Ela na Web,A,Cauda Longa,2,2,2,2,805.5800,805.5800,ativo,1.00000000
35166,LidiBaby,AAA,Setup,79,83,57,54,31489.8600,20371.9900,ativo,0.64693809
35900,STI COMPUTADORES,Setup,Setup,239,271,189,167,163601.8800,113608.0900,ativo,0.69441800
36067,Divance Moda Intima,Setup,Cauda Longa,1,1,0,0,230.8000,0.0000,ativo,0E-8
36421,LuluDecor,Setup,Cauda Longa,56,56,43,43,45418.0000,36373.0000,ativo,0.80084988
37043,EAUTOMOTIVO,Setup,Cauda Longa,232,275,194,162,112216.2400,80344.2800,ativo,0.71597730
45418,KNOX PUBLICACOES LTDA,Setup,Cauda Longa,2,2,2,2,120.2000,120.2000,ativo,1.00000000
12206,Casa Chick,AA,Móveis,31,36,30,26,13627.6000,11627.2000,ativo,0.85320966
13613,Lojão das Bicamas,AA,Móveis,232,245,186,177,150919.1900,114164.0000,ativo,0.75645781
14344,Elétrica Rio Bonito,A,Cauda Longa,19,19,15,15,11293.9400,7652.2300,ativo,0.67755186
18473,Donachique,A,Cauda Longa,9,10,0,0,3012.7300,0.0000,ativo,0E-8
18507,Diplay,A,Cauda Longa,1,1,0,0,53.5500,0.0000,ativo,0E-8
19296,GYNSHOP,AA,Linha Branca,115,118,75,73,96059.0800,53286.5600,ativo,0.55472695
22063,LOJAMATEL,A,Tecnologia,2,2,2,2,987.4200,987.4200,ativo,1.00000000
33853,Techno Games Informatica,A,Tecnologia,10,15,12,7,1811.5100,1562.4800,ativo,0.86252905
34626,Abs Atacadista,A,Móveis,27,27,21,21,22235.0700,16687.2600,ativo,0.75049280
37352,MAX BRILHO LUSTRES,Setup,Cauda Longa,10,20,16,7,1872.2200,1361.4200,ativo,0.72716882
37568,Rei Davi Móveis,Setup,Cauda Longa,28,31,24,22,3264.3000,2487.1300,ativo,0.76191833
39246,PRIME SERVICOS,Setup,Cauda Longa,1,1,1,1,147.1000,147.1000,ativo,1.00000000
41405,CALÇADOS SONIA,Setup,Cauda Longa,11,12,7,6,2251.0200,1125.8500,ativo,0.50015104
43016,MULTIO,Setup,Cauda Longa,10,14,14,10,3865.6200,3865.6200,ativo,1.00000000
47158,MUNDO 10,Setup,Cauda Longa,1,1,1,1,119.2200,119.2200,ativo,1.00000000
14479,Carambola,A,Cauda Longa,1,1,1,1,263.9100,263.9100,ativo,1.00000000
24015,Spicy,AAA,Cauda Longa,179,247,173,140,159274.6600,103441.5800,ativo,0.64945409
26320,SP EMPORIUM,AAA,Cauda Longa,62,112,89,49,7102.1200,5426.2100,ativo,0.76402680
27572,Barbell Brasil,A,Cauda Longa,1,1,0,0,137.6400,0.0000,ativo,0E-8
31965,RECORRE,A,Cauda Longa,7,8,8,7,705.5900,705.5900,ativo,1.00000000
32005,Reaggio,A,Cauda Longa,2,2,2,2,398.6000,398.6000,ativo,1.00000000
34089,CASA DA PANELA,A,Cauda Longa,4,4,2,2,293.5300,222.5200,ativo,0.75808265
34378,OVER SITE INFORMATICA,A,Tecnologia,22,29,15,12,1514.5100,762.7900,ativo,0.50365465
34654,JNN TECNOLOGIA,Setup,Tecnologia,176,178,109,107,659392.7100,380930.5600,ativo,0.57769908
35004,Tapetes na Web,A,Cauda Longa,21,21,11,11,10599.2300,8494.7900,ativo,0.80145350
35435,NOVATECNOLOGIA,Setup,Setup,3,3,1,1,989.3400,207.6900,ativo,0.20992783
35520,PicniqStore,A,Setup,9,10,9,8,972.7000,871.5000,ativo,0.89595970
35531,Gravidicas,Setup,Setup,23,31,28,20,3469.9200,3298.3100,ativo,0.95054353
35612,YELLOW IMPORT,Setup,Setup,3,5,5,3,168.7300,168.7300,ativo,1.00000000
36005,BY HAPPY,Setup,Cauda Longa,28,29,15,15,12807.8300,6826.9000,ativo,0.53302550
36299,EDITORA IMPERIO DA CULTURA LTDA,Setup,Setup,1,1,1,1,83.8400,83.8400,ativo,1.00000000
36566,GIRO LAR E LAZER,A,Setup,180,200,125,110,68872.4800,40305.6600,ativo,0.58522156
37387,EMPORIO DA LIMPEZA,Setup,Cauda Longa,20,25,20,15,2160.3100,1706.9500,ativo,0.79014123
10857,Café Fácil,A,Linha Branca,42,68,51,30,4679.6100,3632.5200,inativo,0.77624417
14100,Percar Atacadista,AAA,Cauda Longa,187,217,154,132,111791.3900,68914.5500,ativo,0.61645669
19099,Digital Shop,A,Cauda Longa,33,37,26,23,8540.0600,6457.8800,ativo,0.75618672
19850,Baby Shop,A,Cauda Longa,9,9,6,6,828.3500,654.3500,ativo,0.78994386
32444,Farmácia Metropol,A,Cauda Longa,6,7,3,3,711.6100,385.6100,ativo,0.54188390
32934,Seu Gil,A,Cauda Longa,2,5,4,1,130.1500,89.2000,ativo,0.68536304
33077,Mary & Ray Boutique,A,Cauda Longa,2,2,2,2,373.7300,373.7300,ativo,1.00000000
33652,lojasmobbil,Setup,Cauda Longa,6,8,8,6,960.6200,960.6200,ativo,1.00000000
34517,PJK STORE,A,Cauda Longa,31,32,15,15,4317.3500,1949.0400,ativo,0.45144359
35914,LISKO INDUSTRIA E COMERCIO,Setup,Setup,4,5,5,4,681.8700,681.8700,ativo,1.00000000
36219,Griffe Automotive,Setup,Setup,10,12,4,3,2015.9300,869.7400,ativo,0.43143363
36336,R4A,Setup,Cauda Longa,11,22,17,6,1085.5300,667.5700,ativo,0.61497149
36534,CASTRO DISTRIBUIDORA,Setup,Cauda Longa,65,74,51,48,25874.3400,17439.5500,ativo,0.67400946
37201,BABY CENTRAL,Setup,Cauda Longa,11,13,7,7,1418.7000,630.7900,ativo,0.44462536
37749,MRR Store,Setup,Cauda Longa,414,451,380,351,508894.5100,375997.5600,ativo,0.73885167
37929,Baby Run Brinquedos,Setup,Cauda Longa,13,14,7,7,2253.5700,1062.6800,ativo,0.47155402
40905,GUSTO CAFE,Setup,Cauda Longa,3,6,6,3,605.0300,605.0300,ativo,1.00000000
41099,NAYAN MIX LOJA,Setup,Cauda Longa,13,15,5,5,2961.9000,1092.0000,ativo,0.36868226
41253,FALLEN STORE,Setup,Cauda Longa,11,11,4,4,6974.6600,2161.6700,ativo,0.30993195
43089,SHOPGATTZ,Setup,Cauda Longa,31,31,15,15,49090.6000,23762.2000,ativo,0.48404786
13813,Nerderia,A,Cauda Longa,3,6,1,1,427.6000,74.0000,ativo,0.17305893
14693,Rubi Presentes,A,Cauda Longa,63,68,50,48,17261.9800,12337.5600,ativo,0.71472450
14829,SUL STORE,A,Tecnologia,19,19,12,12,3649.2700,2097.7100,ativo,0.57483003
15705,SANTA ROSA MOVEIS,A,Móveis,63,68,55,50,61454.0000,47786.0000,ativo,0.77758974
15713,SOCOMPRAR TRAMONTINA,A,Cauda Longa,1,1,1,1,208.0000,208.0000,ativo,1.00000000
16071,Capas25,A,Tecnologia,1648,1742,1202,1140,113673.6700,79722.9100,ativo,0.70133136
16762,LEGTRAINING,A,Cauda Longa,3,3,1,1,639.5000,239.6000,ativo,0.37466771
17404,CN DISTRIBUIDORA,A,Linha Branca,2,2,2,2,447.0000,447.0000,ativo,1.00000000
18192,KOLECIONANDO,A,Cauda Longa,40,54,40,31,3845.4200,2837.8700,ativo,0.73798701
20855,LinkEeletro,A,Tecnologia,20,20,12,12,20698.7600,9657.9600,ativo,0.46659607
30758,MERCADO DOS MÓVEIS,AAA,Setup,149,150,92,91,110195.6100,65852.4800,ativo,0.59759622
32182,Casa dos Móveis,A,Móveis,194,230,158,135,133931.1000,92299.3600,ativo,0.68915554
35038,AG GAMES ELETRONICOS,AAA,Cauda Longa,121,122,63,63,220284.6300,96455.0000,ativo,0.43786532
35278,BRAZIL PERFUMES,A,Setup,42,43,38,37,15842.2800,13643.9300,ativo,0.86123525
35761,Mua Commerce,Setup,Cauda Longa,88,108,65,55,53740.8400,35184.9400,ativo,0.65471511
35960,Refrigeracao Cata Vento,Setup,Setup,8,8,7,7,1019.7800,882.2000,ativo,0.86508855
41097,MEU.COM,Setup,Cauda Longa,2,2,1,1,1498.4200,935.9800,ativo,0.62464463
44892,VIVA MOVEIS LOJA,Setup,Cauda Longa,9,11,6,5,9252.7200,6368.2700,ativo,0.68825924
46096,PARATUDO,Setup,Cauda Longa,5,5,4,4,2240.9300,1860.9800,ativo,0.83044986
14654,Utifácil,AAA,Cauda Longa,98,109,83,77,7687.5800,6229.1100,ativo,0.81028230
15114,DBK COMERCIAL,A,Cauda Longa,3,13,13,3,360.4800,360.4800,ativo,1.00000000
15241,Radha Brasil,A,Cauda Longa,2,2,1,1,328.0000,164.0000,ativo,0.50000000
16979,East Shop,A,Cauda Longa,4,4,2,2,598.7600,159.3800,ativo,0.26618345
17342,Hachi8,A,Cauda Longa,1,1,1,1,85.0000,85.0000,ativo,1.00000000
19288,RASA ONE,A,Cauda Longa,3,3,3,3,267.5100,267.5100,ativo,1.00000000
20277,Gerilu,A,Cauda Longa,4,4,4,4,1080.3000,1080.3000,ativo,1.00000000
24079,Arco Iris Encantado,Setup,Cauda Longa,1,1,0,0,163.3000,0.0000,ativo,0E-8
31904,Efive,A,Linha Branca,24,24,18,18,46242.5000,33440.0000,ativo,0.72314429
31906,Carrapeta,AAA,Cauda Longa,30,35,33,28,19548.1300,16674.3500,ativo,0.85298952
32225,Bennushop,A,Cauda Longa,11,11,7,7,1636.6000,986.1800,ativo,0.60257852
33840,HR Componentes,A,Tecnologia,3,6,3,2,646.4000,314.0000,ativo,0.48576733
34050,CIRURGICA SAMPAIO CORREA,A,Cauda Longa,16,17,15,14,2484.4800,2233.3800,ativo,0.89893257
35312,N10,Setup,Cauda Longa,17,17,12,12,4547.1800,3388.2500,ativo,0.74513215
36039,Gourmande,Setup,Cauda Longa,9,12,8,7,5664.8900,1261.4300,ativo,0.22267511
41168,NATUTECH,Setup,Cauda Longa,7,7,6,6,922.7000,791.3000,inativo,0.85759185
14444,ANA BELY,A,Cauda Longa,213,430,287,172,37746.1900,30854.6600,ativo,0.81742449
14483,Foscam,A,Cauda Longa,117,130,98,86,43281.9300,34250.6700,ativo,0.79133879
15870,Casa Chá,A,Cauda Longa,22,23,17,16,2330.5900,1757.0500,ativo,0.75390781
19676,Mundo de LED,A,Cauda Longa,8,8,7,7,1611.6000,1414.8000,ativo,0.87788533
20399,Modinha Fashion,A,Cauda Longa,1,1,1,1,30.7900,30.7900,ativo,1.00000000
21953,J.F Shopp,AAA,Cauda Longa,28,30,22,21,5388.6800,3974.8600,ativo,0.73763148
30884,Chapolin Store,A,Tecnologia,57,122,99,45,8236.2500,6827.3500,ativo,0.82893914
30971,Oster,AAA,Linha Branca,1018,1045,815,797,536164.7300,409720.7600,ativo,0.76416955
34708,LOJASPRESIDENTE,A,Cauda Longa,261,277,192,179,325780.2700,176432.6200,ativo,0.54156938
35482,AVED ORIGINAIS,A,Setup,7,7,7,7,7718.3200,7718.3200,ativo,1.00000000
35511,VEGAN MARKET,Setup,Setup,2,3,3,2,177.4700,177.4700,ativo,1.00000000
36363,Pura Salute,Setup,Cauda Longa,2,2,2,2,2457.7000,2457.7000,ativo,1.00000000
37431,Lojas Casa Mania,Setup,Cauda Longa,26,26,18,18,2423.1400,1773.2200,ativo,0.73178603
39855,Steel Forms,Setup,Cauda Longa,2,2,1,1,351.4800,175.7400,ativo,0.50000000
10423,Tecnoferramentas,A,Cauda Longa,21,29,16,16,7470.4200,6797.0600,ativo,0.90986317
10458,Famatecnoshop,A,Cauda Longa,3,3,2,2,194.2100,148.3200,ativo,0.76370939
10998,G-Locks,A,Cauda Longa,1,1,1,1,673.3000,673.3000,ativo,1.00000000
14811,Termolar,A,Cauda Longa,17,19,12,11,990.3200,598.6400,ativo,0.60449148
16146,Astrotek Sports,A,Cauda Longa,61,72,59,50,16222.4100,13066.0500,ativo,0.80543212
17429,SS Geradores,A,Cauda Longa,2,2,1,1,8457.1700,6972.9800,ativo,0.82450512
21409,Supermania,Setup,Cauda Longa,13,16,11,8,3408.2000,2567.5400,ativo,0.75334194
31505,Magazine Pagmenos,A,Cauda Longa,182,312,212,122,14511.6800,10051.8000,ativo,0.69266963
32247,Sport.com,A,Cauda Longa,2,2,2,2,520.7800,520.7800,ativo,1.00000000
33215,Londricasa,A,Cauda Longa,19,19,15,15,8648.0700,6902.5700,ativo,0.79816306
33471,Enxovais e Cia,A,Cauda Longa,101,105,61,59,16414.0700,9840.9500,ativo,0.59954356
34775,CALLDANDESIGN,A,Móveis,11,18,16,9,6467.5200,5215.2600,ativo,0.80637710
35031,Natucare,A,Setup,1,1,1,1,66.3300,66.3300,ativo,1.00000000
35206,DELMUSICO,A,Setup,6,6,4,4,8866.0200,3772.1600,inativo,0.42546261
36064,Larhome,Setup,Setup,206,209,149,147,117994.8200,81161.5100,ativo,0.68783960
36753,Tradenet Informática,Setup,Cauda Longa,3,3,1,1,3189.1700,1049.1400,ativo,0.32896961
37136,AQUABOX BRASIL,Setup,Cauda Longa,3,4,4,3,154.6900,154.6900,ativo,1.00000000
37514,CN Comercial,Setup,Cauda Longa,18,23,14,11,1256.9600,750.9700,ativo,0.59744940
38556,D&F PEÇAS E ACESSÓRIOS,Setup,Cauda Longa,7,7,6,6,660.0000,594.5000,ativo,0.90075758
39625,MAMI BRINQUEDOS,Setup,Cauda Longa,146,151,107,105,85091.7900,58599.9900,ativo,0.68866797
41604,Mantecorp Skincare,Setup,Cauda Longa,15,18,15,12,1818.5900,1538.9200,ativo,0.84621602
13955,Vídeo Pérola,A,Cauda Longa,40,54,51,37,3364.6800,3123.2900,ativo,0.92825766
14662,Mundo Brás,A,Cauda Longa,13,14,11,10,1956.1500,1519.2800,ativo,0.77666846
16627,TOYMANIA2,AAA,Cauda Longa,637,734,591,510,106020.9700,77166.2700,ativo,0.72783969
16826,Ciatoy,A,Cauda Longa,63,71,52,50,13522.1200,10207.9900,ativo,0.75491047
18121,Atacado das Ferramentas,A,Cauda Longa,1,1,1,1,102.0000,102.0000,ativo,1.00000000
18960,Barcode,A,Tecnologia,1,1,1,1,108.7000,108.7000,ativo,1.00000000
21285,Erpland Instrumentos Musicais,A,Cauda Longa,3,3,2,2,1331.1900,1239.1000,ativo,0.93082130
32538,Shop das Cascatas,A,Cauda Longa,12,13,10,9,8042.4000,6753.0000,ativo,0.83967472
33841,BBARBOZA,AAA,Tecnologia,271,357,259,195,37742.2800,26381.7600,ativo,0.69899752
35924,Shopping dos Robos,A,Setup,22,22,17,17,54936.6300,42498.7700,ativo,0.77359623
36750,LIMA FIGHTER,Setup,Cauda Longa,1,1,1,1,329.7900,329.7900,ativo,1.00000000
37309,ESPACO HAIR BRASIL,Setup,Cauda Longa,5,8,2,1,3142.5800,949.7600,ativo,0.30222301
37619,MÓVEIS BOLZAN,Setup,Cauda Longa,4,4,3,3,2014.6000,1614.7000,ativo,0.80149906
11193,Matecki,A,Tecnologia,316,349,243,216,18042.0800,12505.9800,ativo,0.69315622
11763,TUDO JOIAS,A,Cauda Longa,13,14,3,3,1258.3900,118.7900,ativo,0.09439840
16450,CP Eletrônicos,A,Cauda Longa,1,1,1,1,93.6900,93.6900,ativo,1.00000000
18941,Paraíso das Bombas,A,Cauda Longa,2,2,1,1,1834.3700,822.5300,ativo,0.44839918
19587,Reis Baterias,A,Cauda Longa,5,6,4,3,1536.1000,795.3000,ativo,0.51773973
21772,Distrivale,A,Cauda Longa,1,1,1,1,260.5500,260.5500,ativo,1.00000000
31754,Passarella,A,Cauda Longa,11,11,9,9,2626.5000,2328.6800,ativo,0.88660956
32273,Móveis Para Bebês,A,Móveis,23,23,13,13,17057.1700,10028.1300,ativo,0.58791288
32582,PradoBelli,A,Cauda Longa,1,1,0,0,584.4000,0.0000,ativo,0E-8
33353,CASA E CHEF,A,Cauda Longa,76,84,51,47,8913.6800,5345.3900,ativo,0.59968386
33926,Shopping Vip X,A,Cauda Longa,11,17,9,4,832.2300,434.8100,ativo,0.52246374
34174,PUMP UP DECOR,A,Cauda Longa,1,1,1,1,252.0200,252.0200,ativo,1.00000000
34605,Maybelline,A,Cauda Longa,1,1,1,1,45.1300,45.1300,ativo,1.00000000
34903,HOBBYBRASIL,A,Cauda Longa,2,2,2,2,1330.1700,1330.1700,ativo,1.00000000
36345,Decora e Redecora me,Setup,Cauda Longa,5,5,2,2,3045.3800,937.6100,ativo,0.30787948
36572,PNEUBEST,Setup,Cauda Longa,68,179,110,44,84448.0800,53768.9100,ativo,0.63670968
36818,Cookcoifas e Filtros,Setup,Cauda Longa,15,17,16,14,7038.4000,6828.6000,ativo,0.97019209
37218,Loja HBK,Setup,Cauda Longa,44,46,39,37,2790.9000,2406.6000,ativo,0.86230248
37515,CLA CLE,Setup,Cauda Longa,2,2,1,1,264.8500,167.5400,ativo,0.63258448
37525,Web Things,Setup,Cauda Longa,8,8,6,6,3089.1100,2289.3100,ativo,0.74109048
41263,TIVASS,Setup,Cauda Longa,13,14,9,8,4246.0000,2461.9400,ativo,0.57982572
41365,LIVE SPORTS,Setup,Cauda Longa,3,3,3,3,570.3400,570.3400,ativo,1.00000000
41964,SHOPPING DO TRICO,Setup,Cauda Longa,4,4,0,0,395.8000,0.0000,ativo,0E-8
44131,CMB SHOP,Setup,Cauda Longa,2,2,2,2,335.0200,335.0200,ativo,1.00000000
10637,Maxi Ferramentas,AAA,Móveis,742,773,548,518,357613.5000,239230.4900,ativo,0.66896381
11096,Stormstrong,A,Cauda Longa,1,1,1,1,102.2000,102.2000,ativo,1.00000000
14898,Aquarismo Total,A,Cauda Longa,23,27,20,16,3746.7600,2621.9700,ativo,0.69979662
16367,Alfa Componentes,A,Cauda Longa,28,34,26,20,4509.1200,3206.5600,ativo,0.71112767
16527,LOJAS FREITAS,A,Cauda Longa,53,57,43,40,25712.9600,16185.4600,ativo,0.62946701
20053,PROTEGE IMPORTADORA,A,Cauda Longa,7,22,18,6,1141.1300,973.6100,ativo,0.85319815
22051,João e Maria Shop,AAA,Tecnologia,14,14,10,10,2348.9900,1477.7100,ativo,0.62908314
22065,Saúde Stock,A,Cauda Longa,3,3,3,3,436.0000,436.0000,ativo,1.00000000
22613,Lojas Cerentini - Casa&Decor,A,Cauda Longa,129,153,93,83,96567.4900,62801.7400,ativo,0.65034040
31548,Web Publish,A,Cauda Longa,8,8,6,6,2118.0700,1567.7500,ativo,0.74017856
33158,ABASTECE MAIS,A,Cauda Longa,131,204,153,94,17501.7500,12945.8800,ativo,0.73969060
33556,INTEMOBILE,A,Tecnologia,2,3,3,2,3689.9000,3689.9000,ativo,1.00000000
35328,KINGS COMERCIAL,A,Setup,1,2,2,1,45.1600,45.1600,ativo,1.00000000
35707,CMSE,Setup,Cauda Longa,1,1,1,1,283.5200,283.5200,ativo,1.00000000
35882,Social Full Commerce,Setup,Cauda Longa,2,10,10,2,2796.7300,2796.7300,ativo,1.00000000
36041,Clube da Libelula,Setup,Cauda Longa,1,1,1,1,482.8100,482.8100,ativo,1.00000000
36550,MOVE MOUNTAINS,Setup,Cauda Longa,7,7,4,4,1544.8500,901.4200,ativo,0.58350002
36705,CASE LOGIC,Setup,Cauda Longa,4,4,2,2,747.0200,349.0200,ativo,0.46721641
39897,We Want We Can,Setup,Cauda Longa,1,1,1,1,64.0900,64.0900,ativo,1.00000000
10141,Complete O Carro,A,Cauda Longa,15,22,16,10,14140.9700,2386.7400,ativo,0.16878192
14072,Gotagua,A,Linha Branca,109,122,100,89,15057.4400,11448.3000,ativo,0.76030853
14129,Dub Store,A,Cauda Longa,3,4,3,2,1544.2600,278.9100,ativo,0.18061078
14512,Massage Express,A,Cauda Longa,7,7,4,4,48502.4600,22594.4600,ativo,0.46584153
14928,Cris Presentes,A,Cauda Longa,27,38,34,23,1683.4100,1511.8500,ativo,0.89808781
15371,Netfraldas.com,A,Cauda Longa,11,13,9,7,1266.5700,873.6700,ativo,0.68979212
16310,Cofres SP,A,Cauda Longa,1,1,0,0,200.9400,0.0000,ativo,0E-8
17440,Sjons Modas,A,Cauda Longa,6,8,6,4,485.7300,327.6800,ativo,0.67461347
18314,PORTALMANIA,A,Tecnologia,13,13,7,7,1119.5200,590.0900,ativo,0.52709197
20291,Catavento Brinquedos,A,Cauda Longa,2,2,1,1,248.6000,118.8000,ativo,0.47787611
